 ,Area,Mean,StdDev,Min,Max,Filename
53,307200,0.000,0.000,0,0,tiff_images-copy0051.tif
54,307200,22.214,30.171,0,154,tiff_images-copy0052.tif
55,307200,40.692,71.215,0,367,tiff_images-copy0053.tif
56,307200,36.216,44.238,0,182,tiff_images-copy0054.tif
57,307200,65.959,100.570,0,410,tiff_images-copy0055.tif
58,307200,1042.997,134.149,523,1274,tiff_images-copy0056.tif
59,307200,0.000,0.000,0,0,tiff_images-copy0057.tif
60,307200,36.216,44.238,0,182,tiff_images-copy0058.tif
61,307200,65.959,100.570,0,410,tiff_images-copy0059.tif
62,307200,21.492,34.058,0,177,tiff_images-copy0060.tif
63,307200,50.328,90.437,0,402,tiff_images-copy0061.tif
64,307200,1042.997,134.149,523,1274,tiff_images-copy0062.tif
65,307200,0.000,0.000,0,0,tiff_images-copy0063.tif
66,307200,21.492,34.058,0,177,tiff_images-copy0064.tif
67,307200,50.328,90.437,0,402,tiff_images-copy0065.tif
68,307200,36.532,49.905,0,228,tiff_images-copy0066.tif
69,307200,78.852,113.190,0,444,tiff_images-copy0067.tif
70,307200,1042.997,134.149,523,1274,tiff_images-copy0068.tif
71,307200,0.000,0.000,0,0,tiff_images-copy0069.tif
72,307200,36.532,49.905,0,228,tiff_images-copy0070.tif
73,307200,78.852,113.190,0,444,tiff_images-copy0071.tif
74,307200,27.633,34.732,0,164,tiff_images-copy0072.tif
75,307200,101.136,141.292,0,499,tiff_images-copy0073.tif
76,307200,1042.997,134.149,523,1274,tiff_images-copy0074.tif
77,307200,0.000,0.000,0,0,tiff_images-copy0075.tif
78,307200,27.633,34.732,0,164,tiff_images-copy0076.tif
79,307200,101.136,141.292,0,499,tiff_images-copy0077.tif
80,307200,40.650,42.732,0,175,tiff_images-copy0078.tif
81,307200,100.583,124.184,0,430,tiff_images-copy0079.tif
82,307200,1042.997,134.149,523,1274,tiff_images-copy0080.tif
83,307200,0.000,0.000,0,0,tiff_images-copy0081.tif
84,307200,40.650,42.732,0,175,tiff_images-copy0082.tif
85,307200,100.583,124.184,0,430,tiff_images-copy0083.tif
86,307200,38.177,46.896,0,204,tiff_images-copy0084.tif
87,307200,66.248,98.133,0,434,tiff_images-copy0085.tif
88,307200,1042.997,134.149,523,1274,tiff_images-copy0086.tif
89,307200,0.000,0.000,0,0,tiff_images-copy0087.tif
90,307200,38.177,46.896,0,204,tiff_images-copy0088.tif
91,307200,66.248,98.133,0,434,tiff_images-copy0089.tif
92,307200,23.830,31.749,0,152,tiff_images-copy0090.tif
93,307200,56.582,90.277,0,380,tiff_images-copy0091.tif
94,307200,1042.997,134.149,523,1274,tiff_images-copy0092.tif
95,307200,0.000,0.000,0,0,tiff_images-copy0093.tif
96,307200,23.830,31.749,0,152,tiff_images-copy0094.tif
97,307200,56.582,90.277,0,380,tiff_images-copy0095.tif
98,307200,21.380,32.458,0,187,tiff_images-copy0096.tif
99,307200,48.654,88.980,0,449,tiff_images-copy0097.tif
100,307200,1042.997,134.149,523,1274,tiff_images-copy0098.tif
101,307200,0.000,0.000,0,0,tiff_images-copy0099.tif
102,307200,21.380,32.458,0,187,tiff_images-copy0100.tif
103,307200,48.654,88.980,0,449,tiff_images-copy0101.tif
104,307200,29.479,35.656,0,168,tiff_images-copy0102.tif
105,307200,59.611,98.333,0,380,tiff_images-copy0103.tif
106,307200,1042.997,134.149,523,1274,tiff_images-copy0104.tif
107,307200,0.000,0.000,0,0,tiff_images-copy0105.tif
108,307200,29.479,35.656,0,168,tiff_images-copy0106.tif
109,307200,59.611,98.333,0,380,tiff_images-copy0107.tif
110,307200,26.102,34.170,0,151,tiff_images-copy0108.tif
111,307200,66.846,97.528,0,370,tiff_images-copy0109.tif
112,307200,1042.997,134.149,523,1274,tiff_images-copy0110.tif
113,307200,0.000,0.000,0,0,tiff_images-copy0111.tif
114,307200,26.102,34.170,0,151,tiff_images-copy0112.tif
115,307200,66.846,97.528,0,370,tiff_images-copy0113.tif
116,307200,23.330,30.880,0,136,tiff_images-copy0114.tif
117,307200,45.568,80.755,0,385,tiff_images-copy0115.tif
118,307200,1042.997,134.149,523,1274,tiff_images-copy0116.tif
119,307200,0.000,0.000,0,0,tiff_images-copy0117.tif
120,307200,23.330,30.880,0,136,tiff_images-copy0118.tif
121,307200,45.568,80.755,0,385,tiff_images-copy0119.tif
122,307200,21.194,31.686,0,150,tiff_images-copy0120.tif
123,307200,52.421,90.382,0,372,tiff_images-copy0121.tif
124,307200,1042.997,134.149,523,1274,tiff_images-copy0122.tif
125,307200,0.000,0.000,0,0,tiff_images-copy0123.tif
126,307200,21.194,31.686,0,150,tiff_images-copy0124.tif
127,307200,52.421,90.382,0,372,tiff_images-copy0125.tif
128,307200,23.228,32.856,0,160,tiff_images-copy0126.tif
129,307200,49.755,80.908,0,342,tiff_images-copy0127.tif
130,307200,1042.997,134.149,523,1274,tiff_images-copy0128.tif
131,307200,0.000,0.000,0,0,tiff_images-copy0129.tif
132,307200,23.228,32.856,0,160,tiff_images-copy0130.tif
133,307200,49.755,80.908,0,342,tiff_images-copy0131.tif
134,307200,25.518,32.937,0,139,tiff_images-copy0132.tif
135,307200,53.588,88.457,0,344,tiff_images-copy0133.tif
136,307200,1042.997,134.149,523,1274,tiff_images-copy0134.tif
137,307200,0.000,0.000,0,0,tiff_images-copy0135.tif
138,307200,25.518,32.937,0,139,tiff_images-copy0136.tif
139,307200,53.588,88.457,0,344,tiff_images-copy0137.tif
140,307200,29.747,45.054,0,241,tiff_images-copy0138.tif
141,307200,62.781,105.872,0,440,tiff_images-copy0139.tif
142,307200,1042.997,134.149,523,1274,tiff_images-copy0140.tif
143,307200,0.000,0.000,0,0,tiff_images-copy0141.tif
144,307200,29.747,45.054,0,241,tiff_images-copy0142.tif
145,307200,62.781,105.872,0,440,tiff_images-copy0143.tif
146,307200,32.367,45.293,0,233,tiff_images-copy0144.tif
147,307200,61.356,96.780,0,399,tiff_images-copy0145.tif
148,307200,1042.997,134.149,523,1274,tiff_images-copy0146.tif
149,307200,0.000,0.000,0,0,tiff_images-copy0147.tif
150,307200,32.367,45.293,0,233,tiff_images-copy0148.tif
151,307200,61.356,96.780,0,399,tiff_images-copy0149.tif
152,307200,25.394,38.258,0,229,tiff_images-copy0150.tif
153,307200,63.034,106.316,0,652,tiff_images-copy0151.tif
154,307200,1042.997,134.149,523,1274,tiff_images-copy0152.tif
155,307200,0.000,0.000,0,0,tiff_images-copy0153.tif
156,307200,25.394,38.258,0,229,tiff_images-copy0154.tif
157,307200,63.034,106.316,0,652,tiff_images-copy0155.tif
158,307200,50.153,55.541,0,197,tiff_images-copy0156.tif
159,307200,108.720,137.565,0,442,tiff_images-copy0157.tif
160,307200,1042.997,134.149,523,1274,tiff_images-copy0158.tif
161,307200,0.000,0.000,0,0,tiff_images-copy0159.tif
162,307200,50.153,55.541,0,197,tiff_images-copy0160.tif
163,307200,108.720,137.565,0,442,tiff_images-copy0161.tif
164,307200,26.224,30.911,0,142,tiff_images-copy0162.tif
165,307200,59.363,97.886,0,381,tiff_images-copy0163.tif
166,307200,1042.997,134.149,523,1274,tiff_images-copy0164.tif
167,307200,0.000,0.000,0,0,tiff_images-copy0165.tif
168,307200,26.224,30.911,0,142,tiff_images-copy0166.tif
169,307200,59.363,97.886,0,381,tiff_images-copy0167.tif
170,307200,35.560,46.248,0,206,tiff_images-copy0168.tif
171,307200,77.077,110.175,0,398,tiff_images-copy0169.tif
172,307200,1042.997,134.149,523,1274,tiff_images-copy0170.tif
173,307200,0.000,0.000,0,0,tiff_images-copy0171.tif
174,307200,35.560,46.248,0,206,tiff_images-copy0172.tif
175,307200,77.077,110.175,0,398,tiff_images-copy0173.tif
176,307200,27.843,38.123,0,165,tiff_images-copy0174.tif
177,307200,68.190,105.871,0,371,tiff_images-copy0175.tif
178,307200,1042.997,134.149,523,1274,tiff_images-copy0176.tif
179,307200,0.000,0.000,0,0,tiff_images-copy0177.tif
180,307200,27.843,38.123,0,165,tiff_images-copy0178.tif
181,307200,68.190,105.871,0,371,tiff_images-copy0179.tif
182,307200,31.230,33.189,0,147,tiff_images-copy0180.tif
183,307200,89.969,114.001,0,388,tiff_images-copy0181.tif
184,307200,1042.997,134.149,523,1274,tiff_images-copy0182.tif
185,307200,0.000,0.000,0,0,tiff_images-copy0183.tif
186,307200,31.230,33.189,0,147,tiff_images-copy0184.tif
187,307200,89.969,114.001,0,388,tiff_images-copy0185.tif
188,307200,41.973,53.635,0,209,tiff_images-copy0186.tif
189,307200,65.689,97.798,0,362,tiff_images-copy0187.tif
190,307200,1042.997,134.149,523,1274,tiff_images-copy0188.tif
191,307200,0.000,0.000,0,0,tiff_images-copy0189.tif
192,307200,41.973,53.635,0,209,tiff_images-copy0190.tif
193,307200,65.689,97.798,0,362,tiff_images-copy0191.tif
194,307200,37.014,48.914,0,188,tiff_images-copy0192.tif
195,307200,79.215,110.993,0,380,tiff_images-copy0193.tif
196,307200,1042.997,134.149,523,1274,tiff_images-copy0194.tif
197,307200,0.000,0.000,0,0,tiff_images-copy0195.tif
198,307200,37.014,48.914,0,188,tiff_images-copy0196.tif
199,307200,79.215,110.993,0,380,tiff_images-copy0197.tif
200,307200,29.834,34.708,0,159,tiff_images-copy0198.tif
201,307200,56.708,96.254,0,379,tiff_images-copy0199.tif
202,307200,1042.997,134.149,523,1274,tiff_images-copy0200.tif
203,307200,0.000,0.000,0,0,tiff_images-copy0201.tif
204,307200,29.834,34.708,0,159,tiff_images-copy0202.tif
205,307200,56.708,96.254,0,379,tiff_images-copy0203.tif
206,307200,40.399,56.481,0,220,tiff_images-copy0204.tif
207,307200,69.667,102.281,0,376,tiff_images-copy0205.tif
208,307200,1042.997,134.149,523,1274,tiff_images-copy0206.tif
209,307200,0.000,0.000,0,0,tiff_images-copy0207.tif
210,307200,40.399,56.481,0,220,tiff_images-copy0208.tif
211,307200,69.667,102.281,0,376,tiff_images-copy0209.tif
212,307200,27.049,35.549,0,168,tiff_images-copy0210.tif
213,307200,71.071,109.585,0,461,tiff_images-copy0211.tif
214,307200,1042.997,134.149,523,1274,tiff_images-copy0212.tif
215,307200,0.000,0.000,0,0,tiff_images-copy0213.tif
216,307200,27.049,35.549,0,168,tiff_images-copy0214.tif
217,307200,71.071,109.585,0,461,tiff_images-copy0215.tif
218,307200,43.035,40.848,0,145,tiff_images-copy0216.tif
219,307200,110.906,119.970,0,357,tiff_images-copy0217.tif
220,307200,1042.997,134.149,523,1274,tiff_images-copy0218.tif
221,307200,0.000,0.000,0,0,tiff_images-copy0219.tif
222,307200,43.035,40.848,0,145,tiff_images-copy0220.tif
223,307200,110.906,119.970,0,357,tiff_images-copy0221.tif
224,307200,31.597,42.283,0,265,tiff_images-copy0222.tif
225,307200,67.109,102.224,0,512,tiff_images-copy0223.tif
226,307200,1042.997,134.149,523,1274,tiff_images-copy0224.tif
227,307200,0.000,0.000,0,0,tiff_images-copy0225.tif
228,307200,31.597,42.283,0,265,tiff_images-copy0226.tif
229,307200,67.109,102.224,0,512,tiff_images-copy0227.tif
230,307200,52.427,50.921,0,223,tiff_images-copy0228.tif
231,307200,115.021,123.566,0,461,tiff_images-copy0229.tif
232,307200,1042.997,134.149,523,1274,tiff_images-copy0230.tif
233,307200,0.000,0.000,0,0,tiff_images-copy0231.tif
234,307200,52.427,50.921,0,223,tiff_images-copy0232.tif
235,307200,115.021,123.566,0,461,tiff_images-copy0233.tif
236,307200,54.719,47.509,0,171,tiff_images-copy0234.tif
237,307200,126.044,121.668,0,379,tiff_images-copy0235.tif
238,307200,1042.997,134.149,523,1274,tiff_images-copy0236.tif
239,307200,0.000,0.000,0,0,tiff_images-copy0237.tif
240,307200,54.719,47.509,0,171,tiff_images-copy0238.tif
241,307200,126.044,121.668,0,379,tiff_images-copy0239.tif
242,307200,35.332,39.668,0,186,tiff_images-copy0240.tif
243,307200,85.526,109.605,0,378,tiff_images-copy0241.tif
244,307200,1042.997,134.149,523,1274,tiff_images-copy0242.tif
245,307200,0.000,0.000,0,0,tiff_images-copy0243.tif
246,307200,35.332,39.668,0,186,tiff_images-copy0244.tif
247,307200,85.526,109.605,0,378,tiff_images-copy0245.tif
248,307200,27.317,38.221,0,142,tiff_images-copy0246.tif
249,307200,63.308,96.229,0,340,tiff_images-copy0247.tif
250,307200,1042.997,134.149,523,1274,tiff_images-copy0248.tif
251,307200,0.000,0.000,0,0,tiff_images-copy0249.tif
252,307200,27.317,38.221,0,142,tiff_images-copy0250.tif
253,307200,63.308,96.229,0,340,tiff_images-copy0251.tif
254,307200,21.814,32.941,0,186,tiff_images-copy0252.tif
255,307200,42.428,83.610,0,445,tiff_images-copy0253.tif
256,307200,1042.997,134.149,523,1274,tiff_images-copy0254.tif
257,307200,0.000,0.000,0,0,tiff_images-copy0255.tif
258,307200,21.814,32.941,0,186,tiff_images-copy0256.tif
259,307200,42.428,83.610,0,445,tiff_images-copy0257.tif
260,307200,21.501,37.425,0,219,tiff_images-copy0258.tif
261,307200,44.916,85.556,0,442,tiff_images-copy0259.tif
262,307200,1042.997,134.149,523,1274,tiff_images-copy0260.tif
263,307200,0.000,0.000,0,0,tiff_images-copy0261.tif
264,307200,21.501,37.425,0,219,tiff_images-copy0262.tif
265,307200,44.916,85.556,0,442,tiff_images-copy0263.tif
266,307200,19.065,33.152,0,179,tiff_images-copy0264.tif
267,307200,36.148,71.879,0,377,tiff_images-copy0265.tif
268,307200,1042.997,134.149,523,1274,tiff_images-copy0266.tif
269,307200,0.000,0.000,0,0,tiff_images-copy0267.tif
270,307200,19.065,33.152,0,179,tiff_images-copy0268.tif
271,307200,36.148,71.879,0,377,tiff_images-copy0269.tif
272,307200,21.704,31.488,0,170,tiff_images-copy0270.tif
273,307200,33.728,61.388,0,306,tiff_images-copy0271.tif
274,307200,1042.997,134.149,523,1274,tiff_images-copy0272.tif
275,307200,0.000,0.000,0,0,tiff_images-copy0273.tif
276,307200,21.704,31.488,0,170,tiff_images-copy0274.tif
277,307200,33.728,61.388,0,306,tiff_images-copy0275.tif
278,307200,20.906,33.126,0,178,tiff_images-copy0276.tif
279,307200,37.629,73.375,0,356,tiff_images-copy0277.tif
280,307200,1042.997,134.149,523,1274,tiff_images-copy0278.tif
281,307200,0.000,0.000,0,0,tiff_images-copy0279.tif
282,307200,20.906,33.126,0,178,tiff_images-copy0280.tif
283,307200,37.629,73.375,0,356,tiff_images-copy0281.tif
284,307200,20.613,34.781,0,212,tiff_images-copy0282.tif
285,307200,38.546,77.924,0,443,tiff_images-copy0283.tif
286,307200,1042.997,134.149,523,1274,tiff_images-copy0284.tif
287,307200,0.000,0.000,0,0,tiff_images-copy0285.tif
288,307200,20.613,34.781,0,212,tiff_images-copy0286.tif
289,307200,38.546,77.924,0,443,tiff_images-copy0287.tif
290,307200,27.966,43.982,0,234,tiff_images-copy0288.tif
291,307200,50.840,87.972,0,429,tiff_images-copy0289.tif
292,307200,1042.997,134.149,523,1274,tiff_images-copy0290.tif
293,307200,0.000,0.000,0,0,tiff_images-copy0291.tif
294,307200,27.966,43.982,0,234,tiff_images-copy0292.tif
295,307200,50.840,87.972,0,429,tiff_images-copy0293.tif
296,307200,40.506,56.683,0,225,tiff_images-copy0294.tif
297,307200,66.166,99.846,0,378,tiff_images-copy0295.tif
298,307200,1042.997,134.149,523,1274,tiff_images-copy0296.tif
299,307200,0.000,0.000,0,0,tiff_images-copy0297.tif
300,307200,40.506,56.683,0,225,tiff_images-copy0298.tif
301,307200,66.166,99.846,0,378,tiff_images-copy0299.tif
302,307200,21.995,35.439,0,197,tiff_images-copy0300.tif
303,307200,54.163,99.569,0,495,tiff_images-copy0301.tif
304,307200,1042.997,134.149,523,1274,tiff_images-copy0302.tif
305,307200,0.000,0.000,0,0,tiff_images-copy0303.tif
306,307200,21.995,35.439,0,197,tiff_images-copy0304.tif
307,307200,54.163,99.569,0,495,tiff_images-copy0305.tif
308,307200,25.517,37.843,0,173,tiff_images-copy0306.tif
309,307200,53.401,91.236,0,406,tiff_images-copy0307.tif
310,307200,1042.997,134.149,523,1274,tiff_images-copy0308.tif
311,307200,0.000,0.000,0,0,tiff_images-copy0309.tif
312,307200,25.517,37.843,0,173,tiff_images-copy0310.tif
313,307200,53.401,91.236,0,406,tiff_images-copy0311.tif
314,307200,33.503,47.353,0,200,tiff_images-copy0312.tif
315,307200,53.244,87.998,0,367,tiff_images-copy0313.tif
316,307200,1042.997,134.149,523,1274,tiff_images-copy0314.tif
317,307200,0.000,0.000,0,0,tiff_images-copy0315.tif
318,307200,33.503,47.353,0,200,tiff_images-copy0316.tif
319,307200,53.244,87.998,0,367,tiff_images-copy0317.tif
320,307200,41.192,45.593,0,184,tiff_images-copy0318.tif
321,307200,78.183,105.075,0,389,tiff_images-copy0319.tif
322,307200,1042.997,134.149,523,1274,tiff_images-copy0320.tif
323,307200,0.000,0.000,0,0,tiff_images-copy0321.tif
324,307200,41.192,45.593,0,184,tiff_images-copy0322.tif
325,307200,78.183,105.075,0,389,tiff_images-copy0323.tif
326,307200,26.717,46.993,0,230,tiff_images-copy0324.tif
327,307200,49.118,92.303,0,410,tiff_images-copy0325.tif
328,307200,1042.997,134.149,523,1274,tiff_images-copy0326.tif
329,307200,0.000,0.000,0,0,tiff_images-copy0327.tif
330,307200,26.717,46.993,0,230,tiff_images-copy0328.tif
331,307200,49.118,92.303,0,410,tiff_images-copy0329.tif
332,307200,18.371,24.759,0,132,tiff_images-copy0330.tif
333,307200,36.059,63.759,0,280,tiff_images-copy0331.tif
334,307200,1042.997,134.149,523,1274,tiff_images-copy0332.tif
335,307200,0.000,0.000,0,0,tiff_images-copy0333.tif
336,307200,18.371,24.759,0,132,tiff_images-copy0334.tif
337,307200,36.059,63.759,0,280,tiff_images-copy0335.tif
338,307200,20.633,27.373,0,160,tiff_images-copy0336.tif
339,307200,45.878,80.799,0,418,tiff_images-copy0337.tif
340,307200,1042.997,134.149,523,1274,tiff_images-copy0338.tif
341,307200,0.000,0.000,0,0,tiff_images-copy0339.tif
342,307200,20.633,27.373,0,160,tiff_images-copy0340.tif
343,307200,45.878,80.799,0,418,tiff_images-copy0341.tif
344,307200,26.327,30.154,0,144,tiff_images-copy0342.tif
345,307200,59.080,87.504,0,376,tiff_images-copy0343.tif
346,307200,1042.997,134.149,523,1274,tiff_images-copy0344.tif
347,307200,0.000,0.000,0,0,tiff_images-copy0345.tif
348,307200,26.327,30.154,0,144,tiff_images-copy0346.tif
349,307200,59.080,87.504,0,376,tiff_images-copy0347.tif
350,307200,17.799,26.509,0,128,tiff_images-copy0348.tif
351,307200,37.813,65.941,0,299,tiff_images-copy0349.tif
352,307200,1042.997,134.149,523,1274,tiff_images-copy0350.tif
353,307200,0.000,0.000,0,0,tiff_images-copy0351.tif
354,307200,17.799,26.509,0,128,tiff_images-copy0352.tif
355,307200,37.813,65.941,0,299,tiff_images-copy0353.tif
356,307200,23.229,26.416,0,118,tiff_images-copy0354.tif
357,307200,37.367,66.722,0,278,tiff_images-copy0355.tif
358,307200,1042.997,134.149,523,1274,tiff_images-copy0356.tif
359,307200,0.000,0.000,0,0,tiff_images-copy0357.tif
360,307200,23.229,26.416,0,118,tiff_images-copy0358.tif
361,307200,37.367,66.722,0,278,tiff_images-copy0359.tif
362,307200,25.187,29.016,0,122,tiff_images-copy0360.tif
363,307200,72.764,111.895,0,442,tiff_images-copy0361.tif
364,307200,1042.997,134.149,523,1274,tiff_images-copy0362.tif
365,307200,0.000,0.000,0,0,tiff_images-copy0363.tif
366,307200,25.187,29.016,0,122,tiff_images-copy0364.tif
367,307200,72.764,111.895,0,442,tiff_images-copy0365.tif
368,307200,28.502,39.995,0,277,tiff_images-copy0366.tif
369,307200,67.504,104.353,0,453,tiff_images-copy0367.tif
370,307200,1042.997,134.149,523,1274,tiff_images-copy0368.tif
371,307200,0.000,0.000,0,0,tiff_images-copy0369.tif
372,307200,28.502,39.995,0,277,tiff_images-copy0370.tif
373,307200,67.504,104.353,0,453,tiff_images-copy0371.tif
374,307200,26.314,32.726,0,155,tiff_images-copy0372.tif
375,307200,69.697,107.726,0,393,tiff_images-copy0373.tif
376,307200,1042.997,134.149,523,1274,tiff_images-copy0374.tif
377,307200,0.000,0.000,0,0,tiff_images-copy0375.tif
378,307200,26.314,32.726,0,155,tiff_images-copy0376.tif
379,307200,69.697,107.726,0,393,tiff_images-copy0377.tif
380,307200,20.507,33.471,0,184,tiff_images-copy0378.tif
381,307200,42.400,79.767,0,410,tiff_images-copy0379.tif
382,307200,1042.997,134.149,523,1274,tiff_images-copy0380.tif
383,307200,0.000,0.000,0,0,tiff_images-copy0381.tif
384,307200,20.507,33.471,0,184,tiff_images-copy0382.tif
385,307200,42.400,79.767,0,410,tiff_images-copy0383.tif
386,307200,37.559,40.274,0,144,tiff_images-copy0384.tif
387,307200,103.235,116.895,0,372,tiff_images-copy0385.tif
388,307200,1042.997,134.149,523,1274,tiff_images-copy0386.tif
389,307200,0.000,0.000,0,0,tiff_images-copy0387.tif
390,307200,37.559,40.274,0,144,tiff_images-copy0388.tif
391,307200,103.235,116.895,0,372,tiff_images-copy0389.tif
392,307200,44.140,56.658,0,237,tiff_images-copy0390.tif
393,307200,94.427,122.540,0,417,tiff_images-copy0391.tif
394,307200,1042.997,134.149,523,1274,tiff_images-copy0392.tif
395,307200,0.000,0.000,0,0,tiff_images-copy0393.tif
396,307200,44.140,56.658,0,237,tiff_images-copy0394.tif
397,307200,94.427,122.540,0,417,tiff_images-copy0395.tif
398,307200,24.610,39.214,0,215,tiff_images-copy0396.tif
399,307200,51.319,95.501,0,485,tiff_images-copy0397.tif
400,307200,1042.997,134.149,523,1274,tiff_images-copy0398.tif
401,307200,0.000,0.000,0,0,tiff_images-copy0399.tif
402,307200,24.610,39.214,0,215,tiff_images-copy0400.tif
403,307200,51.319,95.501,0,485,tiff_images-copy0401.tif
404,307200,29.644,45.803,0,226,tiff_images-copy0402.tif
405,307200,60.921,105.016,0,494,tiff_images-copy0403.tif
406,307200,1042.997,134.149,523,1274,tiff_images-copy0404.tif
407,307200,0.000,0.000,0,0,tiff_images-copy0405.tif
408,307200,29.644,45.803,0,226,tiff_images-copy0406.tif
409,307200,60.921,105.016,0,494,tiff_images-copy0407.tif
410,307200,19.736,26.781,0,138,tiff_images-copy0408.tif
411,307200,42.155,73.101,0,319,tiff_images-copy0409.tif
412,307200,1042.997,134.149,523,1274,tiff_images-copy0410.tif
413,307200,0.000,0.000,0,0,tiff_images-copy0411.tif
414,307200,19.736,26.781,0,138,tiff_images-copy0412.tif
415,307200,42.155,73.101,0,319,tiff_images-copy0413.tif
416,307200,30.206,44.306,0,236,tiff_images-copy0414.tif
417,307200,66.290,107.944,0,514,tiff_images-copy0415.tif
418,307200,1042.997,134.149,523,1274,tiff_images-copy0416.tif
419,307200,0.000,0.000,0,0,tiff_images-copy0417.tif
420,307200,30.206,44.306,0,236,tiff_images-copy0418.tif
421,307200,66.290,107.944,0,514,tiff_images-copy0419.tif
422,307200,16.284,20.850,0,107,tiff_images-copy0420.tif
423,307200,39.666,70.872,0,340,tiff_images-copy0421.tif
424,307200,1042.997,134.149,523,1274,tiff_images-copy0422.tif
425,307200,0.000,0.000,0,0,tiff_images-copy0423.tif
426,307200,16.284,20.850,0,107,tiff_images-copy0424.tif
427,307200,39.666,70.872,0,340,tiff_images-copy0425.tif
428,307200,18.967,31.168,0,161,tiff_images-copy0426.tif
429,307200,40.000,76.094,0,352,tiff_images-copy0427.tif
430,307200,1042.997,134.149,523,1274,tiff_images-copy0428.tif
431,307200,0.000,0.000,0,0,tiff_images-copy0429.tif
432,307200,18.967,31.168,0,161,tiff_images-copy0430.tif
433,307200,40.000,76.094,0,352,tiff_images-copy0431.tif
434,307200,20.653,29.695,0,143,tiff_images-copy0432.tif
435,307200,34.257,59.217,0,270,tiff_images-copy0433.tif
436,307200,1042.997,134.149,523,1274,tiff_images-copy0434.tif
437,307200,0.000,0.000,0,0,tiff_images-copy0435.tif
438,307200,20.653,29.695,0,143,tiff_images-copy0436.tif
439,307200,34.257,59.217,0,270,tiff_images-copy0437.tif
440,307200,19.890,26.501,0,140,tiff_images-copy0438.tif
441,307200,42.682,73.092,0,357,tiff_images-copy0439.tif
442,307200,1042.997,134.149,523,1274,tiff_images-copy0440.tif
443,307200,0.000,0.000,0,0,tiff_images-copy0441.tif
444,307200,19.890,26.501,0,140,tiff_images-copy0442.tif
445,307200,42.682,73.092,0,357,tiff_images-copy0443.tif
